Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
NSIT,,,,#FFFFFF,#FFFFFF,#FFFFFF
CFLT,,,,#FFFFFF,#FFFFFF,#FFFFFF
TVTX,,,,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,,,,#FFFFFF,#FFFFFF,#FFFFFF
ENPH,,,,#FFFFFF,#FFFFFF,#FFFFFF
CYTK,,,,#FFFFFF,#FFFFFF,#FFFFFF
EZPW,,,,#FFFFFF,#FFFFFF,#FFFFFF
BOX,,,,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,,,,#FFFFFF,#FFFFFF,#FFFFFF
BHR,,,,#FFFFFF,#FFFFFF,#FFFFFF
DOCN,,,,#FFFFFF,#FFFFFF,#FFFFFF
LIVN,,,,#FFFFFF,#FFFFFF,#FFFFFF
WIX,,,,#FFFFFF,#FFFFFF,#FFFFFF
HALO,,,,#FFFFFF,#FFFFFF,#FFFFFF
FARO,,,,#FFFFFF,#FFFFFF,#FFFFFF
PRGS,,,,#FFFFFF,#FFFFFF,#FFFFFF
PLUG,,,,#FFFFFF,#FFFFFF,#FFFFFF
CBRL,,,,#FFFFFF,#FFFFFF,#FFFFFF
SKIN,,,,#FFFFFF,#FFFFFF,#FFFFFF
TTGT,,,,#FFFFFF,#FFFFFF,#FFFFFF
GPRE,,,,#FFFFFF,#FFFFFF,#FFFFFF
VERI,,,,#FFFFFF,#FFFFFF,#FFFFFF
DVAX,,,,#FFFFFF,#FFFFFF,#FFFFFF
LRN,,,,#FFFFFF,#FFFFFF,#FFFFFF
PCG,,,,#FFFFFF,#FFFFFF,#FFFFFF
BTU,,,,#FFFFFF,#FFFFFF,#FFFFFF
NMFC,,,,#FFFFFF,#FFFFFF,#FFFFFF
WGO,,,,#FFFFFF,#FFFFFF,#FFFFFF
HLX,,,,#FFFFFF,#FFFFFF,#FFFFFF
INN,,,,#FFFFFF,#FFFFFF,#FFFFFF
KOS,,,,#FFFFFF,#FFFFFF,#FFFFFF
NOG,,,,#FFFFFF,#FFFFFF,#FFFFFF
HCAT,,,,#FFFFFF,#FFFFFF,#FFFFFF
KHC,,,,#FFFFFF,#FFFFFF,#FFFFFF
EVH,,,,#FFFFFF,#FFFFFF,#FFFFFF
NBR,,,,#FFFFFF,#FFFFFF,#FFFFFF
RPAY,,,,#FFFFFF,#FFFFFF,#FFFFFF
PEB,,,,#FFFFFF,#FFFFFF,#FFFFFF
VREX,,,,#FFFFFF,#FFFFFF,#FFFFFF
RIG,,,,#FFFFFF,#FFFFFF,#FFFFFF
PR,,,,#FFFFFF,#FFFFFF,#FFFFFF
ATI,,,,#FFFFFF,#FFFFFF,#FFFFFF
AAL,,,,#FFFFFF,#FFFFFF,#FFFFFF
PEP,,,,#FFFFFF,#FFFFFF,#FFFFFF
VSH,,,,#FFFFFF,#FFFFFF,#FFFFFF
IRWD,,,,#FFFFFF,#FFFFFF,#FFFFFF
STX,,,,#FFFFFF,#FFFFFF,#FFFFFF
NRG,,,,#FFFFFF,#FFFFFF,#FFFFFF
MRK,,,,#FFFFFF,#FFFFFF,#FFFFFF
JAZZ,,,,#FFFFFF,#FFFFFF,#FFFFFF
CNMD,,,,#FFFFFF,#FFFFFF,#FFFFFF
MDB,,,,#FFFFFF,#FFFFFF,#FFFFFF
IDCC,,,,#FFFFFF,#FFFFFF,#FFFFFF
GES,,,,#FFFFFF,#FFFFFF,#FFFFFF
ARRY,,,,#FFFFFF,#FFFFFF,#FFFFFF
GBX,,,,#FFFFFF,#FFFFFF,#FFFFFF
BABA,,,,#FFFFFF,#FFFFFF,#FFFFFF
FRPT,,,,#FFFFFF,#FFFFFF,#FFFFFF
CYBR,,,,#FFFFFF,#FFFFFF,#FFFFFF
GPN,,,,#FFFFFF,#FFFFFF,#FFFFFF
ECPG,,,,#FFFFFF,#FFFFFF,#FFFFFF
TWO,,,,#FFFFFF,#FFFFFF,#FFFFFF
ON,,,,#FFFFFF,#FFFFFF,#FFFFFF
V,,,,#FFFFFF,#FFFFFF,#FFFFFF
SPOT,,,,#FFFFFF,#FFFFFF,#FFFFFF
IMCR,,,,#FFFFFF,#FFFFFF,#FFFFFF
JAMF,,,,#FFFFFF,#FFFFFF,#FFFFFF
SLB,,,,#FFFFFF,#FFFFFF,#FFFFFF
MCHP,,,,#FFFFFF,#FFFFFF,#FFFFFF
CYRX,,,,#FFFFFF,#FFFFFF,#FFFFFF
MMSI,,,,#FFFFFF,#FFFFFF,#FFFFFF
HUBS,,,,#FFFFFF,#FFFFFF,#FFFFFF
SE,,,,#FFFFFF,#FFFFFF,#FFFFFF
KRG,,,,#FFFFFF,#FFFFFF,#FFFFFF
EEFT,,,,#FFFFFF,#FFFFFF,#FFFFFF
XYZ,,,,#FFFFFF,#FFFFFF,#FFFFFF
NICE,,,,#FFFFFF,#FFFFFF,#FFFFFF
INSM,,,,#FFFFFF,#FFFFFF,#FFFFFF
MCS,,,,#FFFFFF,#FFFFFF,#FFFFFF
GOSS,,,,#FFFFFF,#FFFFFF,#FFFFFF
DBRG,,,,#FFFFFF,#FFFFFF,#FFFFFF
NEE,,,,#FFFFFF,#FFFFFF,#FFFFFF
UNIT,,,,#FFFFFF,#FFFFFF,#FFFFFF
BE,,,,#FFFFFF,#FFFFFF,#FFFFFF
PD,,,,#FFFFFF,#FFFFFF,#FFFFFF
PRO,,,,#FFFFFF,#FFFFFF,#FFFFFF
NVST,,,,#FFFFFF,#FFFFFF,#FFFFFF
DXCM,,,,#FFFFFF,#FFFFFF,#FFFFFF
CHEF,,,,#FFFFFF,#FFFFFF,#FFFFFF
TTWO,,,,#FFFFFF,#FFFFFF,#FFFFFF
SPHR,,,,#FFFFFF,#FFFFFF,#FFFFFF
TNDM,,,,#FFFFFF,#FFFFFF,#FFFFFF
KPTI,,,,#FFFFFF,#FFFFFF,#FFFFFF
APLS,,,,#FFFFFF,#FFFFFF,#FFFFFF
PODD,,,,#FFFFFF,#FFFFFF,#FFFFFF
TEVA,,,,#FFFFFF,#FFFFFF,#FFFFFF
RPD,,,,#FFFFFF,#FFFFFF,#FFFFFF
FRT,,,,#FFFFFF,#FFFFFF,#FFFFFF
U,,,,#FFFFFF,#FFFFFF,#FFFFFF
POST,,,,#FFFFFF,#FFFFFF,#FFFFFF
GKOS,,,,#FFFFFF,#FFFFFF,#FFFFFF
PTCT,,,,#FFFFFF,#FFFFFF,#FFFFFF
XERS,,,,#FFFFFF,#FFFFFF,#FFFFFF
XMTR,,,,#FFFFFF,#FFFFFF,#FFFFFF
EQX,,,,#FFFFFF,#FFFFFF,#FFFFFF
IBM,,,,#FFFFFF,#FFFFFF,#FFFFFF
BTSG,,,,#FFFFFF,#FFFFFF,#FFFFFF
AWK,,,,#FFFFFF,#FFFFFF,#FFFFFF
MITT,,,,#FFFFFF,#FFFFFF,#FFFFFF
DDOG,,,,#FFFFFF,#FFFFFF,#FFFFFF
TRIP,,,,#FFFFFF,#FFFFFF,#FFFFFF
RKLB,,,,#FFFFFF,#FFFFFF,#FFFFFF
OMER,,,,#FFFFFF,#FFFFFF,#FFFFFF
VNET,,,,#FFFFFF,#FFFFFF,#FFFFFF
VAC,,,,#FFFFFF,#FFFFFF,#FFFFFF
PATK,,,,#FFFFFF,#FFFFFF,#FFFFFF
VERX,,,,#FFFFFF,#FFFFFF,#FFFFFF
AMZN,,,,#FFFFFF,#FFFFFF,#FFFFFF
MTN,,,,#FFFFFF,#FFFFFF,#FFFFFF
PI,,,,#FFFFFF,#FFFFFF,#FFFFFF
LYFT,,,,#FFFFFF,#FFFFFF,#FFFFFF
RH,,,,#FFFFFF,#FFFFFF,#FFFFFF
VECO,,,,#FFFFFF,#FFFFFF,#FFFFFF
XOM,,,,#FFFFFF,#FFFFFF,#FFFFFF
INDI,,,,#FFFFFF,#FFFFFF,#FFFFFF
AXON,,,,#FFFFFF,#FFFFFF,#FFFFFF
GEO,,,,#FFFFFF,#FFFFFF,#FFFFFF
NKE,,,,#FFFFFF,#FFFFFF,#FFFFFF
EVRG,,,,#FFFFFF,#FFFFFF,#FFFFFF
SPCE,,,,#FFFFFF,#FFFFFF,#FFFFFF
TCOM,,,,#FFFFFF,#FFFFFF,#FFFFFF
MKSI,,,,#FFFFFF,#FFFFFF,#FFFFFF
ARAY,,,,#FFFFFF,#FFFFFF,#FFFFFF
CTO,,,,#FFFFFF,#FFFFFF,#FFFFFF
QD,,,,#FFFFFF,#FFFFFF,#FFFFFF
QTWO,,,,#FFFFFF,#FFFFFF,#FFFFFF
ABBV,,,,#FFFFFF,#FFFFFF,#FFFFFF
PSN,,,,#FFFFFF,#FFFFFF,#FFFFFF
UPWK,,,,#FFFFFF,#FFFFFF,#FFFFFF
BAND,,,,#FFFFFF,#FFFFFF,#FFFFFF
HRTG,,,,#FFFFFF,#FFFFFF,#FFFFFF
MDRX,,,,#FFFFFF,#FFFFFF,#FFFFFF
EQT,,,,#FFFFFF,#FFFFFF,#FFFFFF
GVA,,,,#FFFFFF,#FFFFFF,#FFFFFF
MIRM,,,,#FFFFFF,#FFFFFF,#FFFFFF
PSEC,,,,#FFFFFF,#FFFFFF,#FFFFFF
CNX,,,,#FFFFFF,#FFFFFF,#FFFFFF
LUV,,,,#FFFFFF,#FFFFFF,#FFFFFF
HLF,,,,#FFFFFF,#FFFFFF,#FFFFFF
CSIQ,,,,#FFFFFF,#FFFFFF,#FFFFFF
AEIS,,,,#FFFFFF,#FFFFFF,#FFFFFF
BMY,,,,#FFFFFF,#FFFFFF,#FFFFFF
RTX,,,,#FFFFFF,#FFFFFF,#FFFFFF
NIO,,,,#FFFFFF,#FFFFFF,#FFFFFF
AKAM,,,,#FFFFFF,#FFFFFF,#FFFFFF
BYND,,,,#FFFFFF,#FFFFFF,#FFFFFF
ALNY,,,,#FFFFFF,#FFFFFF,#FFFFFF
XIFR,,,,#FFFFFF,#FFFFFF,#FFFFFF
DIS,,,,#FFFFFF,#FFFFFF,#FFFFFF
WT,,,,#FFFFFF,#FFFFFF,#FFFFFF
CMI,,,,#FFFFFF,#FFFFFF,#FFFFFF
REAL,,,,#FFFFFF,#FFFFFF,#FFFFFF
BURL,,,,#FFFFFF,#FFFFFF,#FFFFFF
ITGR,,,,#FFFFFF,#FFFFFF,#FFFFFF
SHAK,,,,#FFFFFF,#FFFFFF,#FFFFFF
RWT,,,,#FFFFFF,#FFFFFF,#FFFFFF
FOUR,,,,#FFFFFF,#FFFFFF,#FFFFFF
HOUS,,,,#FFFFFF,#FFFFFF,#FFFFFF
MGNI,,,,#FFFFFF,#FFFFFF,#FFFFFF
TTEK,,,,#FFFFFF,#FFFFFF,#FFFFFF
SHOP,,,,#FFFFFF,#FFFFFF,#FFFFFF
PPL,,,,#FFFFFF,#FFFFFF,#FFFFFF
SHEL,,,,#FFFFFF,#FFFFFF,#FFFFFF
FIVN,,,,#FFFFFF,#FFFFFF,#FFFFFF
ATEC,,,,#FFFFFF,#FFFFFF,#FFFFFF
NVMI,,,,#FFFFFF,#FFFFFF,#FFFFFF
RCL,,,,#FFFFFF,#FFFFFF,#FFFFFF
BMRN,,,,#FFFFFF,#FFFFFF,#FFFFFF
RGEN,,,,#FFFFFF,#FFFFFF,#FFFFFF
CAMP,,,,#FFFFFF,#FFFFFF,#FFFFFF
COLL,,,,#FFFFFF,#FFFFFF,#FFFFFF
BILL,,,,#FFFFFF,#FFFFFF,#FFFFFF
VRNT,,,,#FFFFFF,#FFFFFF,#FFFFFF
PEGA,,,,#FFFFFF,#FFFFFF,#FFFFFF
NVCR,,,,#FFFFFF,#FFFFFF,#FFFFFF
CVX,,,,#FFFFFF,#FFFFFF,#FFFFFF
CDP,,,,#FFFFFF,#FFFFFF,#FFFFFF
AR,,,,#FFFFFF,#FFFFFF,#FFFFFF
BBAI,,,,#FFFFFF,#FFFFFF,#FFFFFF
LAB,,,,#FFFFFF,#FFFFFF,#FFFFFF
FE,,,,#FFFFFF,#FFFFFF,#FFFFFF
GTLS,,,,#FFFFFF,#FFFFFF,#FFFFFF
MTCH,,,,#FFFFFF,#FFFFFF,#FFFFFF
CMRC,,,,#FFFFFF,#FFFFFF,#FFFFFF
WELL,,,,#FFFFFF,#FFFFFF,#FFFFFF
IRTC,,,,#FFFFFF,#FFFFFF,#FFFFFF
TGT,,,,#FFFFFF,#FFFFFF,#FFFFFF
SNAP,,,,#FFFFFF,#FFFFFF,#FFFFFF
CMS,,,,#FFFFFF,#FFFFFF,#FFFFFF
LPSN,,,,#FFFFFF,#FFFFFF,#FFFFFF
AG,,,,#FFFFFF,#FFFFFF,#FFFFFF
VTR,,,,#FFFFFF,#FFFFFF,#FFFFFF
CAMT,,,,#FFFFFF,#FFFFFF,#FFFFFF
ABR,,,,#FFFFFF,#FFFFFF,#FFFFFF
EYE,,,,#FFFFFF,#FFFFFF,#FFFFFF
CMPO,,,,#FFFFFF,#FFFFFF,#FFFFFF
TYL,,,,#FFFFFF,#FFFFFF,#FFFFFF
MMM,,,,#FFFFFF,#FFFFFF,#FFFFFF
PRCH,,,,#FFFFFF,#FFFFFF,#FFFFFF
W,,,,#FFFFFF,#FFFFFF,#FFFFFF
OMCL,,,,#FFFFFF,#FFFFFF,#FFFFFF
AVDL,,,,#FFFFFF,#FFFFFF,#FFFFFF
SSRM,,,,#FFFFFF,#FFFFFF,#FFFFFF
ALRM,,,,#FFFFFF,#FFFFFF,#FFFFFF
PMT,,,,#FFFFFF,#FFFFFF,#FFFFFF
NCLH,,,,#FFFFFF,#FFFFFF,#FFFFFF
ENVX,,,,#FFFFFF,#FFFFFF,#FFFFFF
OPK,,,,#FFFFFF,#FFFFFF,#FFFFFF
REXR,,,,#FFFFFF,#FFFFFF,#FFFFFF
FSLY,,,,#FFFFFF,#FFFFFF,#FFFFFF
MGPI,,,,#FFFFFF,#FFFFFF,#FFFFFF
ASRT,,,,#FFFFFF,#FFFFFF,#FFFFFF
CRNC,,,,#FFFFFF,#FFFFFF,#FFFFFF
BKD,,,,#FFFFFF,#FFFFFF,#FFFFFF
MMYT,,,,#FFFFFF,#FFFFFF,#FFFFFF
TMDX,,,,#FFFFFF,#FFFFFF,#FFFFFF
DUK,,,,#FFFFFF,#FFFFFF,#FFFFFF
LYV,,,,#FFFFFF,#FFFFFF,#FFFFFF
TSLA,,,,#FFFFFF,#FFFFFF,#FFFFFF
COIN,,,,#FFFFFF,#FFFFFF,#FFFFFF
EB,,,,#FFFFFF,#FFFFFF,#FFFFFF
CHRS,,,,#FFFFFF,#FFFFFF,#FFFFFF
VRM,,,,#FFFFFF,#FFFFFF,#FFFFFF
OKTA,,,,#FFFFFF,#FFFFFF,#FFFFFF
JOYY,,,,#FFFFFF,#FFFFFF,#FFFFFF
CAKE,,,,#FFFFFF,#FFFFFF,#FFFFFF
NOTV,,,,#FFFFFF,#FFFFFF,#FFFFFF
MITK,,,,#FFFFFF,#FFFFFF,#FFFFFF
ZTO,,,,#FFFFFF,#FFFFFF,#FFFFFF
PANW,,,,#FFFFFF,#FFFFFF,#FFFFFF
TDOC,,,,#FFFFFF,#FFFFFF,#FFFFFF
MSFT,,,,#FFFFFF,#FFFFFF,#FFFFFF
WEC,,,,#FFFFFF,#FFFFFF,#FFFFFF
LNT,,,,#FFFFFF,#FFFFFF,#FFFFFF
HCI,,,,#FFFFFF,#FFFFFF,#FFFFFF
PCT,,,,#FFFFFF,#FFFFFF,#FFFFFF
SIRI,,,,#FFFFFF,#FFFFFF,#FFFFFF
STWD,,,,#FFFFFF,#FFFFFF,#FFFFFF
CNK,,,,#FFFFFF,#FFFFFF,#FFFFFF
LCII,,,,#FFFFFF,#FFFFFF,#FFFFFF
JPM,,,,#FFFFFF,#FFFFFF,#FFFFFF
SOFI,,,,#FFFFFF,#FFFFFF,#FFFFFF
FUBO,,,,#FFFFFF,#FFFFFF,#FFFFFF
GRPN,,,,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,,,,#FFFFFF,#FFFFFF,#FFFFFF
INSG,,,,#FFFFFF,#FFFFFF,#FFFFFF
MTSI,,,,#FFFFFF,#FFFFFF,#FFFFFF
BL,,,,#FFFFFF,#FFFFFF,#FFFFFF
CSGS,,,,#FFFFFF,#FFFFFF,#FFFFFF
TREE,,,,#FFFFFF,#FFFFFF,#FFFFFF
AMD,,,,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,,,,#FFFFFF,#FFFFFF,#FFFFFF
CCL,,,,#FFFFFF,#FFFFFF,#FFFFFF
MOMO,,,,#FFFFFF,#FFFFFF,#FFFFFF
WKC,,,,#FFFFFF,#FFFFFF,#FFFFFF
VATE,,,,#FFFFFF,#FFFFFF,#FFFFFF
UPST,,,,#FFFFFF,#FFFFFF,#FFFFFF
ASND,,,,#FFFFFF,#FFFFFF,#FFFFFF
GDS,,,,#FFFFFF,#FFFFFF,#FFFFFF
LITE,,,,#FFFFFF,#FFFFFF,#FFFFFF
FWONK,,,,#FFFFFF,#FFFFFF,#FFFFFF
NVAX,,,,#FFFFFF,#FFFFFF,#FFFFFF
ABNB,,,,#FFFFFF,#FFFFFF,#FFFFFF
IQ,,,,#FFFFFF,#FFFFFF,#FFFFFF
UBER,,,,#FFFFFF,#FFFFFF,#FFFFFF
CENX,,,,#FFFFFF,#FFFFFF,#FFFFFF
FVRR,,,,#FFFFFF,#FFFFFF,#FFFFFF
EGHT,,,,#FFFFFF,#FFFFFF,#FFFFFF
BILI,,,,#FFFFFF,#FFFFFF,#FFFFFF
WB,,,,#FFFFFF,#FFFFFF,#FFFFFF
IMAX,,,,#FFFFFF,#FFFFFF,#FFFFFF
HOPE,,,,#FFFFFF,#FFFFFF,#FFFFFF
BB,,,,#FFFFFF,#FFFFFF,#FFFFFF
DBX,,,,#FFFFFF,#FFFFFF,#FFFFFF
PDD,,,,#FFFFFF,#FFFFFF,#FFFFFF
VIAV,,,,#FFFFFF,#FFFFFF,#FFFFFF
HLIT,,,,#FFFFFF,#FFFFFF,#FFFFFF
BBIO,,,,#FFFFFF,#FFFFFF,#FFFFFF
LAZR,,,,#FFFFFF,#FFFFFF,#FFFFFF
NTRA,,,,#FFFFFF,#FFFFFF,#FFFFFF
Z,,,,#FFFFFF,#FFFFFF,#FFFFFF
ORA,,,,#FFFFFF,#FFFFFF,#FFFFFF
LI,,,,#FFFFFF,#FFFFFF,#FFFFFF
MSTR,,,,#FFFFFF,#FFFFFF,#FFFFFF
LAC,,,,#FFFFFF,#FFFFFF,#FFFFFF
WDC,,,,#FFFFFF,#FFFFFF,#FFFFFF
GCI,,,,#FFFFFF,#FFFFFF,#FFFFFF
HASI,,,,#FFFFFF,#FFFFFF,#FFFFFF
JD,,,,#FFFFFF,#FFFFFF,#FFFFFF
NTNX,,,,#FFFFFF,#FFFFFF,#FFFFFF
JBLU,,,,#FFFFFF,#FFFFFF,#FFFFFF
EXAS,,,,#FFFFFF,#FFFFFF,#FFFFFF
BFH,,,,#FFFFFF,#FFFFFF,#FFFFFF
DKNG,,,,#FFFFFF,#FFFFFF,#FFFFFF
VRNS,,,,#FFFFFF,#FFFFFF,#FFFFFF
NET,,,,#FFFFFF,#FFFFFF,#FFFFFF
CNP,,,,#FFFFFF,#FFFFFF,#FFFFFF
BKNG,,,,#FFFFFF,#FFFFFF,#FFFFFF
F,,,,#FFFFFF,#FFFFFF,#FFFFFF
SO,,,,#FFFFFF,#FFFFFF,#FFFFFF
MARA,,,,#FFFFFF,#FFFFFF,#FFFFFF
SMTC,,,,#FFFFFF,#FFFFFF,#FFFFFF
GH,,,,#FFFFFF,#FFFFFF,#FFFFFF
AFRM,,,,#FFFFFF,#FFFFFF,#FFFFFF
ZS,,,,#FFFFFF,#FFFFFF,#FFFFFF
MAXN,,,,#FFFFFF,#FFFFFF,#FFFFFF
PTON,,,,#FFFFFF,#FFFFFF,#FFFFFF
PENN,,,,#FFFFFF,#FFFFFF,#FFFFFF
PCRX,,,,#FFFFFF,#FFFFFF,#FFFFFF
ITRI,,,,#FFFFFF,#FFFFFF,#FFFFFF
HTHT,,,,#FFFFFF,#FFFFFF,#FFFFFF
SENS,,,,#FFFFFF,#FFFFFF,#FFFFFF
BSY,,,,#FFFFFF,#FFFFFF,#FFFFFF
SPR,,,,#FFFFFF,#FFFFFF,#FFFFFF
BXMT,,,,#FFFFFF,#FFFFFF,#FFFFFF
RIVN,,,,#FFFFFF,#FFFFFF,#FFFFFF
SMCI,,,,#FFFFFF,#FFFFFF,#FFFFFF
DNMR,,,,#FFFFFF,#FFFFFF,#FFFFFF
UPHL,,,,#FFFFFF,#FFFFFF,#FFFFFF
BA,,,,#FFFFFF,#FFFFFF,#FFFFFF
